X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8828424.87509632,5434643.18952145,3380669,889954,2006,2006/02/03 05:00:00+00,758,BIRCHMOUNT RD,L AMOREAUX DR,,Major Arterial,Scarborough,22,43.800645,-79.30709,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,148,East L'Amoreaux,117,L'Amoreaux (117),D42,54
-8828424.87509632,5434643.18952145,3380670,889954,2006,2006/02/03 05:00:00+00,758,BIRCHMOUNT RD,L AMOREAUX DR,,Major Arterial,Scarborough,22,43.800645,-79.30709,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,148,East L'Amoreaux,117,L'Amoreaux (117),D42,55
-8826677.15909086,5428907.4323785,3551057,890013,2006,2006/02/03 05:00:00+00,957,ELLESMERE RD,BIRCHMOUNT RD,,Major Arterial,Scarborough,21,43.763445,-79.29139,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,56
-8826677.15909086,5428907.4323785,3551058,890013,2006,2006/02/03 05:00:00+00,957,ELLESMERE RD,BIRCHMOUNT RD,,Major Arterial,Scarborough,21,43.763445,-79.29139,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,South,Other,,,,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,57
-8848829.73775873,5413552.5511694,3374271,887427,2006,2006/02/07 05:00:00+00,1330,JANE ST,BRADLEY AVE,,Major Arterial,Toronto and East York,4,43.663745,-79.49039,Mid-Block,,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Going Ahead,Other,Inattentive,,,,,,,Yes,,Yes,,,,,,,,,,,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),D11,58
-8848829.73775873,5413552.5511694,3374272,887427,2006,2006/02/07 05:00:00+00,1330,JANE ST,BRADLEY AVE,,Major Arterial,Toronto and East York,4,43.663745,-79.49039,Mid-Block,,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,,East,Other,,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,,,,,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),D11,59
-8847571.82751276,5412644.68700214,3382290,890583,2006,2006/02/08 05:00:00+00,745,WOODSIDE AVE,RUNNYMEDE RD,,Minor Arterial,Toronto and East York,4,43.657845,-79.47909,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,88,High Park North,88,High Park North (88),D11,60
-8847571.82751276,5412644.68700214,3382291,890583,2006,2006/02/08 05:00:00+00,745,WOODSIDE AVE,RUNNYMEDE RD,,Minor Arterial,Toronto and East York,4,43.657845,-79.47909,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,South,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,88,High Park North,88,High Park North (88),D11,61
-8860540.54819018,5417092.5348392,3602929,887637,2006,2006/02/08 05:00:00+00,1500,CARLINGVIEW DR,DIXON RD,,Major Arterial,Etobicoke York,1,43.686745,-79.59559,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,62
-8860540.54819018,5417092.5348392,3602930,887637,2006,2006/02/08 05:00:00+00,1500,CARLINGVIEW DR,DIXON RD,,Major Arterial,Etobicoke York,1,43.686745,-79.59559,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,,South,Other,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,63
-8827679.034508,5421065.08869899,3376285,888231,2006,2006/02/13 05:00:00+00,925,GLENBURN AVE,TIAGO AVE,,Local,Toronto and East York,19,43.712545,-79.30039,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,54,O'Connor-Parkview,54,O'Connor-Parkview (54),D55,64
-8827679.034508,5421065.08869899,3376286,888231,2006,2006/02/13 05:00:00+00,925,GLENBURN AVE,TIAGO AVE,,Local,Toronto and East York,19,43.712545,-79.30039,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,54,O'Connor-Parkview,54,O'Connor-Parkview (54),D55,65
-8827679.034508,5421065.08869899,3376287,888231,2006,2006/02/13 05:00:00+00,925,GLENBURN AVE,TIAGO AVE,,Local,Toronto and East York,19,43.712545,-79.30039,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,54,O'Connor-Parkview,54,O'Connor-Parkview (54),D55,66
-8832610.48795014,5417184.90040215,3376949,888497,2006,2006/02/15 05:00:00+00,935,WESTWOOD AVE,WOODYCREST AVE,,Local,Toronto and East York,14,43.687345,-79.34469,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,59,Danforth East York,59,Danforth East York (59),D55,67
-8832610.48795014,5417184.90040215,3376950,888497,2006,2006/02/15 05:00:00+00,935,WESTWOOD AVE,WOODYCREST AVE,,Local,Toronto and East York,14,43.687345,-79.34469,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,59,Danforth East York,59,Danforth East York (59),D55,68
-8832610.48795014,5417184.90040215,3376951,888497,2006,2006/02/15 05:00:00+00,935,WESTWOOD AVE,WOODYCREST AVE,,Local,Toronto and East York,14,43.687345,-79.34469,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,None,,East,Delivery Van,Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,59,Danforth East York,59,Danforth East York (59),D55,69
-8842083.77661665,5413367.89360262,3385082,891641,2006,2006/02/16 05:00:00+00,2159,DOVERCOURT RD,NORTHUMBERLAND ST,,Minor Arterial,Toronto and East York,9,43.662545,-79.42979,Mid-Block,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,70
-8842083.77661665,5413367.89360262,3385083,891641,2006,2006/02/16 05:00:00+00,2159,DOVERCOURT RD,NORTHUMBERLAND ST,,Minor Arterial,Toronto and East York,9,43.662545,-79.42979,Mid-Block,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Other,Failed to Yield Right of Way,Had Been Drinking,,,,,,,Yes,,Yes,,,,,,,Yes,,,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,71
-8842083.77661665,5413367.89360262,3385084,891641,2006,2006/02/16 05:00:00+00,2159,DOVERCOURT RD,NORTHUMBERLAND ST,,Minor Arterial,Toronto and East York,9,43.662545,-79.42979,Mid-Block,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,West,Other,,,,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,"Ability Impaired, Alcohol",,,,Yes,,Yes,,,,,,,Yes,,,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,72
-8835115.17649299,5421142.09306588,3388768,893071,2006,2006/02/19 05:00:00+00,1508,EGLINTON AVE E,SUTHERLAND DR,,Major Arterial,North York,15,43.713045,-79.36719,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,56,Leaside-Bennington,56,Leaside-Bennington (56),D53,73
-8835115.17649299,5421142.09306588,3388769,893071,2006,2006/02/19 05:00:00+00,1508,EGLINTON AVE E,SUTHERLAND DR,,Major Arterial,North York,15,43.713045,-79.36719,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,South,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,56,Leaside-Bennington,56,Leaside-Bennington (56),D53,74
-8818728.94744822,5435800.02467491,3378688,889218,2006,2006/02/20 05:00:00+00,1840,NEILSON RD,MCLEVIN AVE,,Minor Arterial,Scarborough,2325,43.808145,-79.21999,Mid-Block,,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,145,Malvern West,132,Malvern (132),D42,75
-8818728.94744822,5435800.02467491,3378689,889218,2006,2006/02/20 05:00:00+00,1840,NEILSON RD,MCLEVIN AVE,,Minor Arterial,Scarborough,2325,43.808145,-79.21999,Mid-Block,,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,,,,,,,Yes,,Yes,,,,,,,,,,,145,Malvern West,132,Malvern (132),D42,76
-8818728.94744822,5435800.02467491,3378690,889218,2006,2006/02/20 05:00:00+00,1840,NEILSON RD,MCLEVIN AVE,,Minor Arterial,Scarborough,2325,43.808145,-79.21999,Mid-Block,,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,,West,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,145,Malvern West,132,Malvern (132),D42,77
-8842640.37407062,5425378.32309756,3382112,890516,2006,2006/02/21 05:00:00+00,1846,BATHURST ST,ALLINGHAM GDNS,,Major Arterial,North York,6,43.740545,-79.43479,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,38,Lansing-Westgate,38,Lansing-Westgate (38),D32,78
-8842640.37407062,5425378.32309756,3382113,890516,2006,2006/02/21 05:00:00+00,1846,BATHURST ST,ALLINGHAM GDNS,,Major Arterial,North York,6,43.740545,-79.43479,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,38,Lansing-Westgate,38,Lansing-Westgate (38),D32,79
-8841282.27628294,5418170.19056768,3390000,893539,2006,2006/02/23 05:00:00+00,1350,ARDMORE RD,BATHURST ST,,Major Arterial,Toronto and East York,12,43.693745,-79.42259,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,South,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,101,Forest Hill South,101,Forest Hill South (101),D13,80
-8841282.27628294,5418170.19056768,3390001,893539,2006,2006/02/23 05:00:00+00,1350,ARDMORE RD,BATHURST ST,,Major Arterial,Toronto and East York,12,43.693745,-79.42259,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,101,Forest Hill South,101,Forest Hill South (101),D13,81
-8859661.12421291,5413906.48848997,3380899,890040,2006,2006/02/24 05:00:00+00,837,EGLINTON AVE W,RENFORTH DR,,Major Arterial,Etobicoke York,2,43.666045,-79.58769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,82
-8859661.12421291,5413906.48848997,3380900,890040,2006,2006/02/24 05:00:00+00,837,EGLINTON AVE W,RENFORTH DR,,Major Arterial,Etobicoke York,2,43.666045,-79.58769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,83
-8859661.12421291,5413906.48848997,3380901,890040,2006,2006/02/24 05:00:00+00,837,EGLINTON AVE W,RENFORTH DR,,Major Arterial,Etobicoke York,2,43.666045,-79.58769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,South,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,84
-8838254.38613337,5414799.08630414,3381352,890213,2006,2006/02/25 05:00:00+00,1529,AVENUE RD,ELGIN AVE,,Major Arterial,Toronto and East York,11,43.671845,-79.39539,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,95,Annex,95,Annex (95),D53,85
-8838254.38613337,5414799.08630414,3381353,890213,2006,2006/02/25 05:00:00+00,1529,AVENUE RD,ELGIN AVE,,Major Arterial,Toronto and East York,11,43.671845,-79.39539,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,95,Annex,95,Annex (95),D53,86
-8838254.38613337,5414799.08630414,3381354,890213,2006,2006/02/25 05:00:00+00,1529,AVENUE RD,ELGIN AVE,,Major Arterial,Toronto and East York,11,43.671845,-79.39539,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,95,Annex,95,Annex (95),D53,87
-8859093.39480986,5421773.55310957,3382082,890506,2006,2006/02/27 05:00:00+00,501,MARTIN GROVE RD,RACINE RD,,Major Arterial,Etobicoke York,1,43.717145,-79.58259,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,88
-8859093.39480986,5421773.55310957,3382083,890506,2006,2006/02/27 05:00:00+00,501,MARTIN GROVE RD,RACINE RD,,Major Arterial,Etobicoke York,1,43.717145,-79.58259,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,89
-8859093.39480986,5421773.55310957,3382084,890506,2006,2006/02/27 05:00:00+00,501,MARTIN GROVE RD,RACINE RD,,Major Arterial,Etobicoke York,1,43.717145,-79.58259,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,,Unknown,Other,,,,Pedestrian hit at mid-block,Pushing/Working on Vehicle,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,90
-8832833.12693173,5412906.26583308,3392502,894467,2006,2006/02/27 05:00:00+00,1723,QUEEN ST E,BOULTON AVE,,Minor Arterial,Toronto and East York,14,43.659545,-79.34669,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,91
-8832833.12693173,5412906.26583308,3392503,894467,2006,2006/02/27 05:00:00+00,1723,QUEEN ST E,BOULTON AVE,,Minor Arterial,Toronto and East York,14,43.659545,-79.34669,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,South,Other,,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,92
-8821645.51810701,5424839.05851858,3387137,892432,2006,2006/02/28 05:00:00+00,2334,DANFORTH RD,EGLINTON AVE E,,Major Arterial,Scarborough,2120,43.737045,-79.24619,,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,None,,,Other,Unknown,,,,,,,,,Yes,,Yes,,,,,,,,,,,138,Eglinton East,138,Eglinton East (138),D43,93
-8821645.51810701,5424839.05851858,3387138,892432,2006,2006/02/28 05:00:00+00,2334,DANFORTH RD,EGLINTON AVE E,,Major Arterial,Scarborough,2120,43.737045,-79.24619,,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,West,"Automobile, Station Wagon",Going Ahead,,,,,,,,,Yes,,Yes,,,,,,,,,,,138,Eglinton East,138,Eglinton East (138),D43,94
-8821645.51810701,5424839.05851858,3387139,892432,2006,2006/02/28 05:00:00+00,2334,DANFORTH RD,EGLINTON AVE E,,Major Arterial,Scarborough,2120,43.737045,-79.24619,,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Minor,,,Other,Other,,,Unknown,,,,,,Yes,,Yes,,,,,,,,,,,138,Eglinton East,138,Eglinton East (138),D43,95
-8821645.51810701,5424839.05851858,3387140,892432,2006,2006/02/28 05:00:00+00,2334,DANFORTH RD,EGLINTON AVE E,,Major Arterial,Scarborough,2120,43.737045,-79.24619,,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,,,Other,Other,,,Unknown,,,,,,Yes,,Yes,,,,,,,,,,,138,Eglinton East,138,Eglinton East (138),D43,96
-8847126.54954959,5409367.88560322,3394056,895068,2006,2006/03/06 05:00:00+00,1828,SOUTH KINGSWAY,RIPLEY AVE,,Minor Arterial,Toronto and East York,4,43.636545,-79.47509,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,97
-8847126.54954959,5409367.88560322,3394057,895068,2006,2006/03/06 05:00:00+00,1828,SOUTH KINGSWAY,RIPLEY AVE,,Minor Arterial,Toronto and East York,4,43.636545,-79.47509,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,98
-8847126.54954959,5409367.88560322,3394058,895068,2006,2006/03/06 05:00:00+00,1828,SOUTH KINGSWAY,RIPLEY AVE,,Minor Arterial,Toronto and East York,4,43.636545,-79.47509,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,West,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,99
-8844610.72905766,5412413.88830144,3387730,892658,2006,2006/03/11 05:00:00+00,852,BLOOR ST W,DUNDAS ST W,,Major Arterial,Toronto and East York,4,43.656345,-79.45249,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,,,,,,,Yes,,Yes,,,,,,,Yes,,,,88,High Park North,88,High Park North (88),D11,100
-8840324.92866212,5431466.49596331,3439402,911964,2006,2006/06/17 04:00:00+00,1755,FINCH AVE E,YONGE ST,,Major Arterial,North York,18,43.780045,-79.41399,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,151,Yonge-Doris,51,Willowdale East (51),D32,101
-8850232.36334272,5403939.87455221,3603195,909261,2006,2006/06/19 04:00:00+00,1208,LAKE SHORE BLVD W,FIFTH ST,,Major Arterial,Etobicoke York,3,43.601245,-79.50299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,,Unknown,Other,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Normal,,,,Yes,,,,,Yes,,,,,,,,18,New Toronto,18,New Toronto (18),D22,102
-8850232.36334272,5403939.87455221,3603196,909261,2006,2006/06/19 04:00:00+00,1208,LAKE SHORE BLVD W,FIFTH ST,,Major Arterial,Etobicoke York,3,43.601245,-79.50299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,,,,Yes,,,,,,,,18,New Toronto,18,New Toronto (18),D22,103
-8850232.36334272,5403939.87455221,3603197,909261,2006,2006/06/19 04:00:00+00,1208,LAKE SHORE BLVD W,FIFTH ST,,Major Arterial,Etobicoke York,3,43.601245,-79.50299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,,,Yes,,,,,Yes,,,,,,,,18,New Toronto,18,New Toronto (18),D22,104
-8844543.93736318,5427242.88070809,3439426,911973,2006,2006/06/19 04:00:00+00,1700,SHEPPARD AVE W,FAYWOOD BLVD,,Major Arterial,North York,6,43.752645,-79.45189,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,North,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,33,Clanton Park,33,Clanton Park (33),D32,105
